fips,total_deaths,covid_deaths,urban_rural_desc,pct_covid_deaths,county,state
2020,4738,516,Medium metro,0.10890671169269735,Anchorage Municipality,Alaska
2090,1135,140,Small metro,0.12334801762114538,Fairbanks North Star Borough,Alaska
2170,1369,159,Medium metro,0.11614317019722425,Matanuska-Susitna Borough,Alaska
1001,1033,130,Medium metro,0.12584704743465633,Autauga,Alabama
1003,4790,520,Small metro,0.10855949895615867,Baldwin,Alabama
1015,3351,494,Small metro,0.14741868099074903,Calhoun,Alabama
1031,1105,158,Micropolitan,0.1429864253393665,Coffee,Alabama
1033,1487,249,Small metro,0.16745124411566914,Colbert,Alabama
1039,1188,195,Noncore,0.16414141414141414,Covington,Alabama
1043,2333,320,Micropolitan,0.13716245177882555,Cullman,Alabama
1045,939,108,Micropolitan,0.11501597444089456,Dale,Alabama
1047,1044,159,Micropolitan,0.15229885057471265,Dallas,Alabama
1049,1530,165,Noncore,0.10784313725490197,DeKalb,Alabama
1053,875,121,Noncore,0.1382857142857143,Escambia,Alabama
1055,3500,563,Small metro,0.16085714285714287,Etowah,Alabama
1069,4371,849,Small metro,0.19423472889498972,Houston,Alabama
1071,1337,123,Micropolitan,0.09199700822737472,Jackson,Alabama
1073,22289,3050,Large central metro,0.13683879940777963,Jefferson,Alabama
1077,3055,382,Small metro,0.12504091653027824,Lauderdale,Alabama
1081,2713,439,Small metro,0.1618134906008109,Lee,Alabama
1083,1742,171,Medium metro,0.09816303099885189,Limestone,Alabama
1089,9068,1031,Medium metro,0.11369651521835024,Madison,Alabama
1095,2636,312,Micropolitan,0.11836115326251896,Marshall,Alabama
1097,11787,1587,Medium metro,0.13463985747009416,Mobile,Alabama
1101,6919,1200,Medium metro,0.17343546755311462,Montgomery,Alabama
1103,2905,348,Small metro,0.11979345955249569,Morgan,Alabama
1115,1672,151,Large fringe metro,0.090311004784689,St. Clair,Alabama
1117,2906,256,Large fringe metro,0.088093599449415,Shelby,Alabama
1121,1929,225,Micropolitan,0.1166407465007776,Talladega,Alabama
1123,1146,144,Noncore,0.1256544502617801,Tallapoosa,Alabama
1125,5135,853,Small metro,0.16611489776046737,Tuscaloosa,Alabama
1127,2106,283,Large fringe metro,0.13437796771130103,Walker,Alabama
5005,1976,287,Micropolitan,0.14524291497975708,Baxter,Arkansas
5007,4324,722,Medium metro,0.1669750231267345,Benton,Arkansas
5009,938,114,Micropolitan,0.12153518123667377,Boone,Arkansas
5031,4734,831,Small metro,0.17553865652724968,Craighead,Arkansas
5045,2407,343,Medium metro,0.14250103863730784,Faulkner,Arkansas
5051,4010,587,Small metro,0.14638403990024937,Garland,Arkansas
5063,1289,248,Micropolitan,0.19239720713731576,Independence,Arkansas
5069,1851,244,Small metro,0.1318206374932469,Jefferson,Arkansas
5115,1375,115,Micropolitan,0.08363636363636363,Pope,Arkansas
5119,14379,1894,Medium metro,0.13171986925377285,Pulaski,Arkansas
5125,2071,199,Medium metro,0.09608884596813133,Saline,Arkansas
5131,5061,806,Medium metro,0.15925706382137916,Sebastian,Arkansas
5139,1137,128,Micropolitan,0.11257695690413369,Union,Arkansas
5143,5144,683,Medium metro,0.1327760497667185,Washington,Arkansas
5145,2120,267,Micropolitan,0.1259433962264151,White,Arkansas
4001,1153,135,Noncore,0.1170858629661752,Apache,Arizona
4003,2338,192,Small metro,0.08212147134302823,Cochise,Arizona
4005,2586,346,Small metro,0.13379737045630316,Coconino,Arizona
4007,1492,159,Micropolitan,0.10656836461126006,Gila,Arizona
4013,89332,13645,Large central metro,0.1527448170868222,Maricopa,Arizona
4015,7542,912,Small metro,0.12092283214001591,Mohave,Arizona
4017,2269,287,Micropolitan,0.12648743940061702,Navajo,Arizona
4019,25972,3419,Medium metro,0.1316417680579085,Pima,Arizona
4021,5645,506,Large fringe metro,0.08963684676705048,Pinal,Arizona
4025,6871,697,Small metro,0.10144083830592344,Yavapai,Arizona
4027,4320,855,Small metro,0.19791666666666666,Yuma,Arizona
6001,21906,1731,Large central metro,0.07901944672692413,Alameda,California
6007,4834,496,Small metro,0.10260653702937526,Butte,California
6013,16540,1024,Large fringe metro,0.06191051995163241,Contra Costa,California
6017,2894,157,Large fringe metro,0.05425017277125086,El Dorado,California
6019,17851,2422,Medium metro,0.1356786734636715,Fresno,California
6023,2669,115,Micropolitan,0.043087298613713,Humboldt,California
6025,2708,645,Small metro,0.23818316100443132,Imperial,California
6029,14655,1989,Medium metro,0.13572159672466735,Kern,California
6031,2208,471,Small metro,0.21331521739130435,Kings,California
6037,158179,25595,Large central metro,0.16181035409251543,Los Angeles,California
6039,2084,292,Small metro,0.1401151631477927,Madera,California
6041,4163,228,Large fringe metro,0.05476819601249099,Marin,California
6047,3308,434,Medium metro,0.13119709794437726,Merced,California
6053,5766,618,Medium metro,0.10718002081165452,Monterey,California
6055,2556,127,Small metro,0.04968701095461659,Napa,California
6057,2060,131,Micropolitan,0.06359223300970873,Nevada,California
6059,48506,6740,Large central metro,0.1389518822413722,Orange,California
6061,8506,781,Large fringe metro,0.09181754055960499,Placer,California
6065,40913,6330,Large central metro,0.15471854911641778,Riverside,California
6067,27065,2457,Large central metro,0.0907814520598559,Sacramento,California
6071,37820,6677,Large fringe metro,0.1765468006345849,San Bernardino,California
6073,50570,5321,Large central metro,0.10522048645441962,San Diego,California
6075,12991,640,Large central metro,0.04926487568316527,San Francisco,California
6077,12936,1883,Medium metro,0.14556277056277056,San Joaquin,California
6079,4705,324,Medium metro,0.06886291179596174,San Luis Obispo,California
6081,9594,665,Large fringe metro,0.06931415468000834,San Mateo,California
6083,7082,652,Medium metro,0.09206438859079356,Santa Barbara,California
6085,23404,2101,Large central metro,0.0897709793197744,Santa Clara,California
6087,3626,296,Medium metro,0.08163265306122448,Santa Cruz,California
6089,5352,526,Small metro,0.09828101644245142,Shasta,California
6095,7327,575,Medium metro,0.07847686638460488,Solano,California
6097,8723,529,Medium metro,0.06064427375902786,Sonoma,California
6099,12034,1989,Medium metro,0.16528170184477314,Stanislaus,California
6103,1256,135,Micropolitan,0.10748407643312102,Tehama,California
6107,7349,1238,Medium metro,0.16845829364539394,Tulare,California
6109,1431,154,Micropolitan,0.10761705101327743,Tuolumne,California
6111,12647,1263,Medium metro,0.09986558077014311,Ventura,California
6113,2466,218,Large fringe metro,0.08840227088402271,Yolo,California
6115,1714,214,Small metro,0.12485414235705951,Yuba,California
8001,8484,1172,Large fringe metro,0.13814238566713813,Adams,Colorado
8005,9604,1054,Large fringe metro,0.10974593919200333,Arapahoe,Colorado
8013,5052,499,Medium metro,0.09877276326207443,Boulder,Colorado
8031,10815,1015,Large central metro,0.09385113268608414,Denver,Colorado
8035,3837,433,Large fringe metro,0.11284857961949439,Douglas,Colorado
8041,12142,1519,Medium metro,0.12510294844341954,El Paso,Colorado
8059,10396,1045,Large fringe metro,0.10051943055021162,Jefferson,Colorado
8067,919,101,Micropolitan,0.10990206746463548,La Plata,Colorado
8069,5835,542,Medium metro,0.09288774635818338,Larimer,Colorado
8077,4139,514,Small metro,0.12418458564870742,Mesa,Colorado
8085,945,124,Micropolitan,0.1312169312169312,Montrose,Colorado
8101,4748,645,Small metro,0.13584667228306654,Pueblo,Colorado
8123,3815,459,Medium metro,0.12031454783748362,Weld,Colorado
9001,15270,2409,Medium metro,0.15776031434184676,Fairfield,Connecticut
9003,19129,2767,Large central metro,0.144649485075017,Hartford,Connecticut
9005,3030,252,Micropolitan,0.08316831683168317,Litchfield,Connecticut
9007,2951,405,Large fringe metro,0.13724161301253812,Middlesex,Connecticut
9009,18319,2388,Medium metro,0.1303564605054861,New Haven,Connecticut
9011,4955,484,Medium metro,0.09767911200807265,New London,Connecticut
9013,1468,104,Large fringe metro,0.07084468664850137,Tolland,Connecticut
9015,1868,159,Medium metro,0.08511777301927195,Windham,Connecticut
11001,13800,1636,Large central metro,0.11855072463768115,District of Columbia,District of Columbia
10001,4074,416,Small metro,0.10211094747177221,Kent,Delaware
10003,11505,1128,Large fringe metro,0.09804432855280312,New Castle,Delaware
10005,5498,642,Medium metro,0.11676973444889051,Sussex,Delaware
12001,8291,1251,Medium metro,0.15088650343746232,Alachua,Florida
12005,4764,721,Small metro,0.15134340890008396,Bay,Florida
12009,16795,1716,Medium metro,0.10217326585293242,Brevard,Florida
12011,35472,4912,Large fringe metro,0.13847541723049164,Broward,Florida
12015,6359,595,Small metro,0.09356817109608428,Charlotte,Florida
12017,6091,692,Small metro,0.11361024462321458,Citrus,Florida
12019,5268,748,Large fringe metro,0.1419893697798026,Clay,Florida
12021,8347,954,Medium metro,0.11429256020126992,Collier,Florida
12023,2339,328,Micropolitan,0.14023086789226166,Columbia,Florida
12031,23854,3335,Large central metro,0.13980883709231157,Duval,Florida
12033,10972,1430,Medium metro,0.13033175355450238,Escambia,Florida
12035,3163,275,Medium metro,0.0869427758457161,Flagler,Florida
12053,6571,866,Large fringe metro,0.13179120377415918,Hernando,Florida
12055,4064,560,Small metro,0.13779527559055119,Highlands,Florida
12057,27939,3209,Large central metro,0.11485736783707362,Hillsborough,Florida
12061,4858,471,Small metro,0.0969534787978592,Indian River,Florida
12063,1214,147,Noncore,0.12108731466227347,Jackson,Florida
12069,9770,1151,Large fringe metro,0.11780962128966223,Lake,Florida
12071,17236,1757,Medium metro,0.10193780459503365,Lee,Florida
12073,6949,1020,Medium metro,0.1467837098863146,Leon,Florida
12081,9881,1134,Medium metro,0.11476571197247243,Manatee,Florida
12083,12159,1630,Medium metro,0.13405707706225842,Marion,Florida
12085,4611,603,Medium metro,0.13077423552374756,Martin,Florida
12086,50955,8381,Large central metro,0.16447846138749878,Miami-Dade,Florida
12091,4507,556,Small metro,0.12336365653428001,Okaloosa,Florida
12093,937,116,Micropolitan,0.12379935965848453,Okeechobee,Florida
12095,23238,2782,Large central metro,0.11971770376108098,Orange,Florida
12097,6222,979,Large fringe metro,0.15734490517518482,Osceola,Florida
12099,35061,4398,Large fringe metro,0.12543852143407205,Palm Beach,Florida
12101,14256,1477,Large fringe metro,0.10360549943883277,Pasco,Florida
12103,27891,2598,Large central metro,0.09314832741744648,Pinellas,Florida
12105,16579,2212,Medium metro,0.13342179866095663,Polk,Florida
12107,1982,249,Micropolitan,0.12563067608476286,Putnam,Florida
12109,3766,244,Large fringe metro,0.0647902283590016,St. Johns,Florida
12111,7635,768,Medium metro,0.1005893909626719,St. Lucie,Florida
12113,2579,264,Medium metro,0.10236525785188057,Santa Rosa,Florida
12115,13447,1482,Medium metro,0.11021045586376144,Sarasota,Florida
12117,7564,698,Large fringe metro,0.09227921734531994,Seminole,Florida
12119,5035,465,Small metro,0.09235352532274081,Sumter,Florida
12127,16909,1623,Medium metro,0.0959843870128334,Volusia,Florida
12131,1455,165,Small metro,0.1134020618556701,Walton,Florida
13009,1047,175,Micropolitan,0.16714422158548234,Baldwin,Georgia
13015,2297,270,Large fringe metro,0.1175446234218546,Bartow,Georgia
13021,6457,1008,Small metro,0.15610964844354963,Bibb,Georgia
13031,1534,234,Micropolitan,0.15254237288135594,Bulloch,Georgia
13045,3042,518,Large fringe metro,0.1702827087442472,Carroll,Georgia
13051,8166,1098,Medium metro,0.13445995591476856,Chatham,Georgia
13057,3208,341,Large fringe metro,0.10629675810473815,Cherokee,Georgia
13059,3749,608,Small metro,0.16217658042144573,Clarke,Georgia
13063,3017,295,Large fringe metro,0.0977792509115015,Clayton,Georgia
13067,12238,1383,Large fringe metro,0.11300866154600425,Cobb,Georgia
13069,947,207,Micropolitan,0.21858500527983105,Coffee,Georgia
13071,1166,182,Micropolitan,0.15608919382504288,Colquitt,Georgia
13077,2537,364,Large fringe metro,0.1434765471028774,Coweta,Georgia
13081,734,134,Micropolitan,0.18256130790190736,Crisp,Georgia
13089,10974,985,Large fringe metro,0.08975760889374886,DeKalb,Georgia
13091,501,120,Noncore,0.23952095808383234,Dodge,Georgia
13095,3109,591,Small metro,0.19009327758121583,Dougherty,Georgia
13097,1695,187,Large fringe metro,0.11032448377581121,Douglas,Georgia
13107,552,101,Noncore,0.18297101449275363,Emanuel,Georgia
13113,2474,419,Large fringe metro,0.16936135812449474,Fayette,Georgia
13115,3963,713,Small metro,0.1799142064092859,Floyd,Georgia
13117,3559,401,Large fringe metro,0.11267209890418657,Forsyth,Georgia
13121,20240,2332,Large central metro,0.11521739130434783,Fulton,Georgia
13127,2561,428,Small metro,0.1671222178836392,Glynn,Georgia
13129,1250,210,Micropolitan,0.168,Gordon,Georgia
13135,9481,1139,Large fringe metro,0.12013500685581689,Gwinnett,Georgia
13137,825,103,Micropolitan,0.12484848484848485,Habersham,Georgia
13139,6480,1279,Small metro,0.19737654320987655,Hall,Georgia
13151,4313,578,Large fringe metro,0.13401344771620682,Henry,Georgia
13153,3023,404,Small metro,0.1336420774065498,Houston,Georgia
13175,1789,309,Micropolitan,0.1727221911682504,Laurens,Georgia
13185,2731,485,Small metro,0.1775906261442695,Lowndes,Georgia
13215,6400,1024,Medium metro,0.16,Muscogee,Georgia
13217,1714,247,Large fringe metro,0.1441073512252042,Newton,Georgia
13223,1700,216,Large fringe metro,0.12705882352941175,Paulding,Georgia
13227,899,152,Large fringe metro,0.16907675194660735,Pickens,Georgia
13245,8780,1629,Medium metro,0.18553530751708427,Richmond,Georgia
13247,1823,251,Large fringe metro,0.13768513439385627,Rockdale,Georgia
13255,2628,397,Large fringe metro,0.1510654490106545,Spalding,Georgia
13261,797,121,Micropolitan,0.15181932245922208,Sumter,Georgia
13275,1613,262,Micropolitan,0.1624302541847489,Thomas,Georgia
13277,1426,319,Micropolitan,0.22370266479663395,Tift,Georgia
13279,1158,222,Micropolitan,0.19170984455958548,Toombs,Georgia
13285,1930,347,Micropolitan,0.17979274611398963,Troup,Georgia
13291,734,111,Noncore,0.15122615803814715,Union,Georgia
13293,1229,261,Micropolitan,0.21236777868185516,Upson,Georgia
13297,1971,268,Large fringe metro,0.13597158802638254,Walton,Georgia
13299,1402,287,Micropolitan,0.20470756062767476,Ware,Georgia
13305,802,153,Micropolitan,0.19077306733167082,Wayne,Georgia
13313,2090,343,Small metro,0.16411483253588516,Whitfield,Georgia
15001,3604,145,Micropolitan,0.0402330743618202,Hawaii,Hawaii
15003,16641,785,Medium metro,0.04717264587464696,Honolulu,Hawaii
15009,2500,103,Small metro,0.0412,Maui,Hawaii
19013,3123,465,Small metro,0.148895292987512,Black Hawk,Iowa
19033,1567,225,Micropolitan,0.14358647096362476,Cerro Gordo,Iowa
19045,987,116,Micropolitan,0.11752786220871327,Clinton,Iowa
19057,1100,124,Micropolitan,0.11272727272727273,Des Moines,Iowa
19061,2098,295,Small metro,0.1406101048617731,Dubuque,Iowa
19103,4061,462,Small metro,0.11376508249199704,Johnson,Iowa
19113,4357,523,Medium metro,0.12003672251549231,Linn,Iowa
19153,10615,1303,Medium metro,0.12275082430522845,Polk,Iowa
19155,2051,242,Medium metro,0.11799122379327158,Pottawattamie,Iowa
19163,3911,358,Medium metro,0.09153669138327794,Scott,Iowa
19169,1317,117,Small metro,0.0888382687927107,Story,Iowa
19179,747,101,Micropolitan,0.13520749665327977,Wapello,Iowa
19187,1124,163,Micropolitan,0.14501779359430605,Webster,Iowa
19193,2740,444,Small metro,0.16204379562043797,Woodbury,Iowa
16001,9050,1293,Medium metro,0.1428729281767956,Ada,Idaho
16005,1820,244,Small metro,0.13406593406593406,Bannock,Idaho
16019,2677,383,Small metro,0.14307060141949943,Bonneville,Idaho
16027,3483,515,Medium metro,0.14786103933390754,Canyon,Idaho
16055,3995,531,Small metro,0.13291614518147685,Kootenai,Idaho
16069,1189,112,Small metro,0.0941968040370059,Nez Perce,Idaho
16083,2126,363,Micropolitan,0.17074317968015051,Twin Falls,Idaho
17001,2166,307,Micropolitan,0.141735918744229,Adams,Illinois
17019,4101,461,Small metro,0.11241160692514021,Champaign,Illinois
17029,1254,160,Micropolitan,0.12759170653907495,Coles,Illinois
17031,94961,11800,Large central metro,0.12426153894756795,Cook,Illinois
17037,1645,154,Large fringe metro,0.09361702127659574,DeKalb,Illinois
17043,15031,1372,Large fringe metro,0.0912780254141441,DuPage,Illinois
17063,896,105,Large fringe metro,0.1171875,Grundy,Illinois
17077,1347,202,Small metro,0.14996288047512993,Jackson,Illinois
17081,1224,199,Micropolitan,0.16258169934640523,Jefferson,Illinois
17089,7605,903,Large fringe metro,0.11873767258382643,Kane,Illinois
17091,2663,275,Small metro,0.10326699211415696,Kankakee,Illinois
17095,1375,187,Micropolitan,0.136,Knox,Illinois
17097,11219,987,Large fringe metro,0.08797575541492111,Lake,Illinois
17099,2185,221,Micropolitan,0.1011441647597254,LaSalle,Illinois
17111,3562,263,Large fringe metro,0.0738349241998877,McHenry,Illinois
17113,2888,350,Small metro,0.12119113573407202,McLean,Illinois
17115,2723,296,Small metro,0.10870363569592362,Macon,Illinois
17119,5688,586,Large fringe metro,0.1030239099859353,Madison,Illinois
17121,1004,110,Micropolitan,0.10956175298804781,Marion,Illinois
17137,830,113,Micropolitan,0.13614457831325302,Morgan,Illinois
17143,6593,900,Medium metro,0.13650841801911118,Peoria,Illinois
17161,3320,389,Medium metro,0.11716867469879517,Rock Island,Illinois
17163,5344,619,Large fringe metro,0.1158308383233533,St. Clair,Illinois
17167,5650,555,Small metro,0.09823008849557523,Sangamon,Illinois
17177,1180,128,Micropolitan,0.10847457627118644,Stephenson,Illinois
17179,2165,151,Medium metro,0.0697459584295612,Tazewell,Illinois
17183,1737,148,Small metro,0.08520437535981577,Vermilion,Illinois
17195,1389,208,Micropolitan,0.14974802015838734,Whiteside,Illinois
17197,9817,989,Large fringe metro,0.10074360802689213,Will,Illinois
17199,1906,230,Small metro,0.12067156348373557,Williamson,Illinois
17201,7294,749,Medium metro,0.10268714011516315,Winnebago,Illinois
18003,10255,1453,Medium metro,0.1416869819600195,Allen,Indiana
18005,1913,255,Small metro,0.13329848405645583,Bartholomew,Indiana
18011,1022,123,Large fringe metro,0.12035225048923678,Boone,Indiana
18019,2285,236,Large fringe metro,0.10328227571115974,Clark,Indiana
18029,906,114,Large fringe metro,0.12582781456953643,Dearborn,Indiana
18035,3362,408,Small metro,0.12135633551457466,Delaware,Indiana
18037,1084,140,Micropolitan,0.12915129151291513,Dubois,Indiana
18039,4003,587,Small metro,0.14664001998501125,Elkhart,Indiana
18043,2459,363,Large fringe metro,0.14762098413989427,Floyd,Indiana
18053,1648,191,Micropolitan,0.11589805825242719,Grant,Indiana
18057,4364,487,Large fringe metro,0.1115948670944088,Hamilton,Indiana
18059,1359,155,Large fringe metro,0.11405445180279618,Hancock,Indiana
18063,3303,494,Large fringe metro,0.1495610051468362,Hendricks,Indiana
18067,2444,334,Small metro,0.13666121112929625,Howard,Indiana
18077,741,113,Micropolitan,0.1524966261808367,Jefferson,Indiana
18081,2468,247,Large fringe metro,0.10008103727714748,Johnson,Indiana
18083,1136,180,Micropolitan,0.15845070422535212,Knox,Indiana
18089,13112,1594,Large fringe metro,0.1215680292861501,Lake,Indiana
18091,2576,254,Small metro,0.0986024844720497,LaPorte,Indiana
18095,3153,416,Large fringe metro,0.13193783698065334,Madison,Indiana
18097,24338,3083,Large central metro,0.12667433642863013,Marion,Indiana
18099,883,119,Micropolitan,0.1347678369195923,Marshall,Indiana
18105,2877,356,Small metro,0.12374000695168579,Monroe,Indiana
18109,1220,110,Large fringe metro,0.09016393442622951,Morgan,Indiana
18127,3485,324,Large fringe metro,0.09296987087517934,Porter,Indiana
18141,6538,661,Medium metro,0.10110125420617926,St. Joseph,Indiana
18145,869,117,Large fringe metro,0.13463751438434982,Shelby,Indiana
18157,3415,460,Small metro,0.13469985358711567,Tippecanoe,Indiana
18163,6036,798,Medium metro,0.13220675944333996,Vanderburgh,Indiana
18167,3274,440,Small metro,0.13439218081857054,Vigo,Indiana
18173,2283,390,Medium metro,0.17082785808147175,Warrick,Indiana
18177,2396,377,Micropolitan,0.15734557595993323,Wayne,Indiana
20037,1003,133,Micropolitan,0.13260219341974078,Crawford,Kansas
20045,1544,102,Small metro,0.06606217616580311,Douglas,Kansas
20051,777,153,Micropolitan,0.1969111969111969,Ellis,Kansas
20055,610,129,Micropolitan,0.21147540983606558,Finney,Kansas
20091,9537,1078,Large fringe metro,0.11303344867358708,Johnson,Kansas
20155,1622,201,Micropolitan,0.12392108508014797,Reno,Kansas
20169,1506,239,Micropolitan,0.15869853917662682,Saline,Kansas
20173,12609,1438,Medium metro,0.11404552303909905,Sedgwick,Kansas
20177,4994,651,Small metro,0.1303564277132559,Shawnee,Kansas
20209,4440,634,Large fringe metro,0.1427927927927928,Wyandotte,Kansas
21009,1297,230,Micropolitan,0.17733230531996916,Barren,Kentucky
21013,721,101,Micropolitan,0.14008321775312066,Bell,Kentucky
21015,1702,169,Large fringe metro,0.09929494712103408,Boone,Kentucky
21019,2595,370,Medium metro,0.14258188824662812,Boyd,Kentucky
21021,1266,296,Micropolitan,0.23380726698262244,Boyle,Kentucky
21037,1668,287,Large fringe metro,0.1720623501199041,Campbell,Kentucky
21047,1170,132,Medium metro,0.11282051282051282,Christian,Kentucky
21059,2959,470,Small metro,0.15883744508279823,Daviess,Kentucky
21067,10669,1083,Medium metro,0.10150904489642891,Fayette,Kentucky
21071,985,116,Noncore,0.11776649746192894,Floyd,Kentucky
21073,1300,145,Micropolitan,0.11153846153846154,Franklin,Kentucky
21083,897,122,Micropolitan,0.13600891861761427,Graves,Kentucky
21093,2613,396,Small metro,0.1515499425947187,Hardin,Kentucky
21107,1491,238,Micropolitan,0.1596244131455399,Hopkins,Kentucky
21111,23018,2608,Large central metro,0.1133026327222174,Jefferson,Kentucky
21117,3909,320,Large fringe metro,0.08186236889229982,Kenton,Kentucky
21125,1438,184,Micropolitan,0.12795549374130738,Laurel,Kentucky
21145,3040,483,Micropolitan,0.15888157894736843,McCracken,Kentucky
21151,1806,180,Micropolitan,0.09966777408637874,Madison,Kentucky
21193,1927,233,Noncore,0.1209133367929424,Perry,Kentucky
21195,2792,443,Noncore,0.1586676217765043,Pike,Kentucky
21199,2030,257,Micropolitan,0.12660098522167487,Pulaski,Kentucky
21227,3598,581,Small metro,0.1614785992217899,Warren,Kentucky
21235,1220,223,Micropolitan,0.18278688524590164,Whitley,Kentucky
22001,1299,132,Medium metro,0.10161662817551963,Acadia Parish,Louisiana
22015,2198,266,Medium metro,0.12101910828025478,Bossier Parish,Louisiana
22017,8837,1542,Medium metro,0.17449360642752065,Caddo Parish,Louisiana
22019,4591,618,Small metro,0.1346111958179046,Calcasieu Parish,Louisiana
22033,12917,2028,Medium metro,0.1570023999380661,East Baton Rouge Parish,Louisiana
22045,1540,136,Medium metro,0.08831168831168831,Iberia Parish,Louisiana
